,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
253,2020-10-25,21.433158588974734,-38.89085849719964,-21.881336791163854,15.686638338813703,30.96928842670843,-10.765207894154635
254,2020-10-26,29.827631905706745,-34.096309905652085,-21.156156102994228,16.44928144951242,22.110556334940256,-3.7109773324429356
255,2020-10-27,31.147441140899353,-32.096091785683825,-14.144376245370918,18.545571163751223,21.427607451830166,-3.071986833841711
256,2020-10-28,32.66686909606486,-31.29593598789387,-12.940320122572203,19.441679374718323,21.944372896036224,-3.2329587904814696
257,2020-10-29,31.187306417756126,-30.695692223351866,-14.940631884803176,17.937496847749326,21.860811099601385,-2.340524119072882
258,2020-10-30,30.107617852864287,-32.495572084598756,-20.946359964258317,17.94526369120224,22.17695051199114,-1.4480182336961152
259,2020-10-31,27.488556591851804,-29.50075622848442,-18.349833701324812,22.74093917041082,37.88726462456205,-9.637611756680178
260,2020-11-01,24.01184378380004,-39.501084281634064,-22.018454053923957,18.16186874225614,33.556988039577114,-11.605239886437975
261,2020-11-02,32.40631710050772,-34.706535690083555,-21.293273365749897,18.92451185296027,24.698255947862492,-4.551009324757415
262,2020-11-03,33.72612633572161,-32.706317570104716,-14.281493508114787,21.020801567202707,24.015307064721515,-3.9120188261343305
263,2020-11-04,35.24555429089106,-31.906161772308177,-13.077437385319474,21.916909778170744,24.53207250892934,-4.072990782772049
264,2020-11-05,33.76599161256799,-31.305918007790577,-15.077749147559675,20.41272725119012,24.448510712480147,-3.1805561113634795
265,2020-11-06,32.686303047669455,-33.105797869036984,-21.083477227006398,20.420494094646557,24.764650124885073,-2.2880502259966695
266,2020-11-07,30.06724178668074,-30.110982012897843,-18.486950964068708,25.216169573858284,40.47496423742793,-10.477643748952481
267,2020-11-08,26.590528978617282,-40.11131006605618,-22.155571316664933,20.63709914570461,36.14468765247027,-12.445271878733266
268,2020-11-09,34.98500229533237,-35.31676147451057,-21.430390628500366,21.39974225640729,27.285955560738877,-5.391041317042784
269,2020-11-10,36.304811530540476,-33.316543354538624,-14.41861077088595,23.496031970642402,26.60300667759859,-4.752050818420504
270,2020-11-11,37.82423948570815,-32.516387556740845,-13.21455464807299,24.392140181614504,27.11977212181092,-4.913022775062798
271,2020-11-12,36.34467680740166,-31.916143792198078,-15.214866410312197,22.887957654645593,27.036210325371112,-4.0205881036484366
272,2020-11-13,35.26498824250828,-33.716023653461136,-21.220594489757495,22.895724498086565,27.352349737734613,-3.12808221826735
273,2020-11-14,32.645926981507756,-30.721207797326006,-18.624068226828367,27.691399977306624,43.062663850310166,-11.317675741241082
274,2020-11-15,29.169214173442587,-40.721535850490596,-22.292688579425032,23.11232954914705,38.73238726533896,-13.2853038710166
275,2020-11-16,37.56368749015783,-35.9269872589245,-21.56750789124039,23.874972659860592,29.873655173630212,-6.231073309332876
276,2020-11-17,38.88349672536272,-33.926769138959514,-14.555728033629816,25.971262374093897,29.190706290489928,-5.592082810713125
277,2020-11-18,40.40292468054099,-33.126613341148214,-13.35167191081386,26.867370585076458,29.707471734710605,-5.753054767354277
278,2020-11-19,38.92336200221354,-32.52636957663677,-15.351983673068702,25.363188058086397,29.62390993824987,-4.860620095939039
279,2020-11-20,37.843673437323986,-34.326249437889594,-21.357711752508237,25.370954901535423,29.940049350628,-3.968114210562981
280,2020-11-21,35.224612176318615,-31.331433581758183,-18.761185489574455,30.166630380753286,45.6503634632066,-12.157707733541786
281,2020-11-22,31.747899368263848,-41.33176163491888,-22.429805842175575,25.587559952592493,41.32008687821986,-14.125335863305907
282,2020-11-23,40.142372684981645,-36.537213043364616,-21.704625154001302,26.350203063301322,32.46135478649165,-7.07110530161352
283,2020-11-24,41.46218192017947,-34.536994923397856,-14.692845296382945,28.446492777537088,31.778405903366558,-6.4321148030032145
284,2020-11-25,42.981609875349,-33.736839125599225,-13.488789173573622,29.34260098851154,32.29517134758065,-6.593086759645187
285,2020-11-26,41.50204719702542,-33.13659536107548,-15.489100935825196,27.838418461527187,32.211609551128646,-5.700652088229647
286,2020-11-27,40.422358632139684,-34.93647522231806,-21.494829015258983,27.84618530498428,32.52774896352139,-4.8081462028586115
287,2020-11-28,37.80329737113756,-31.941659366188365,-18.898302752327332,32.641860784200794,48.238063076095926,-12.997739725836437
288,2020-11-29,34.32658456307517,-41.941987419333664,-22.56692310491629,28.062790356052787,43.90778649114081,-14.965367855611309
289,2020-11-30,42.7210578798071,-37.14743882777854,-21.841742416741326,28.825433466754625,35.04905439938298,-7.911137293903612
290,2020-12-01,44.04086711500722,-35.14722070780129,-14.82996255911755,30.92172318099687,34.3661055162726,-7.272146795298363
291,2020-12-02,45.5602950701752,-34.34706491001354,-13.625906436320891,31.817831391963963,34.88287096047376,-7.433118751935772
292,2020-12-03,44.080732391859094,-33.74682114548298,-15.626218198577725,30.31364886498266,34.799309164019604,-6.540684080514605
293,2020-12-04,43.00104382696799,-35.546701006751974,-21.631946278007415,30.32141570841976,35.115448576371485,-5.648178195134215
294,2020-12-05,40.38198256594843,-32.55188515062055,-19.03542001507342,35.11709118764746,50.82576268899235,-13.837771718137141
295,2020-12-06,36.905269757896434,-42.55221320376194,-22.704040367666828,30.538020759498238,46.49548610402174,-15.805399847900622
296,2020-12-07,45.299743074608074,-37.757664612210014,-21.978859679496992,31.300663870202474,37.63675401230522,-8.751169286218095
297,2020-12-08,46.619552309823966,-35.75744649223963,-14.96707982187068,33.39695358444006,36.95380512914923,-8.112178787588453
298,2020-12-09,48.13898026499231,-34.95729069444621,-13.76302369907441,34.293061795407716,37.47057057335536,-8.27315074422652
299,2020-12-10,46.65941758667146,-34.357046929924834,-15.763335461312018,32.788879268428914,37.387008776908964,-7.380716072818698
300,2020-12-11,45.57972902179421,-36.156926791170655,-21.769063540760826,32.79664611187315,37.70314818926431,-6.488210187424917
301,2020-12-12,42.96066776077543,-33.162110935048716,-19.17253727783308,37.59232159109581,53.41346230187459,-14.677803710425744
302,2020-12-13,39.48395495272174,-43.162438988196364,-22.84115763042693,33.013251162940676,49.08318571689042,-16.645431840183953
303,2020-12-14,47.8784282694319,-38.36789039665014,-22.115976942257912,33.77589427364322,40.224453625166674,-9.591201278498746
304,2020-12-15,49.19823750464283,-36.36767227667354,-15.104197084641843,35.87218398787976,39.5415047420263,-8.952210779874626
305,2020-12-16,50.717665459809425,-35.567516478878865,-13.900140961827923,36.76829219885148,40.05827018623694,-9.113182736517269
306,2020-12-17,49.23810278149424,-34.967272714347935,-15.900452724066525,35.26410967187706,39.97470838979384,-8.220748065106479
307,2020-12-18,48.158414216599375,-36.76715257560889,-21.906180803508903,35.271876515317466,40.290847802158254,-7.328242179725471
308,2020-12-19,45.53935295558628,-33.7723367194809,-19.30965454057917,40.06755199454246,56.00116191477101,-15.517835702726444
309,2020-12-20,42.06264014753897,-43.772664772618484,-22.9782748931679,35.48848156638913,51.67088532978355,-17.485463832479244
310,2020-12-21,50.45711346425737,-38.97811618106405,-22.253094204997936,36.25112467709652,42.812153238058,-10.431233270788837
311,2020-12-22,51.77692269945958,-36.97789806111188,-15.241314347394976,38.34741439132295,42.12920435490295,-9.792242772164716
312,2020-12-23,53.296350654626536,-36.17774226331153,-14.037258224581436,39.243522602295236,42.645969799118525,-9.953214728808016
313,2020-12-24,51.81678797630612,-35.577498498786646,-16.037569986823026,37.73934007531786,42.562408002672605,-9.060780057397082
314,2020-12-25,50.73709941142559,-37.37737836002757,-22.04329806626232,37.74710691877086,42.87854741505109,-8.168274172016178
315,2020-12-26,48.1180381504233,-34.38256250389231,-19.44677180332985,42.54278239799076,58.58886152762981,-16.3578676949927
316,2020-12-27,44.641325342364276,-44.3828905570529,-23.115392155928006,37.96371196983157,54.25858494265224,-18.32549582476258
317,2020-12-28,53.035798659082005,-39.58834196549107,-22.3902114677484,38.72635508054353,45.39985285093437,-11.271265263074202
318,2020-12-29,54.35560789428733,-37.58812384551531,-15.378431610129574,40.82264479478273,44.716903967808975,-10.63227476445986
319,2020-12-30,55.87503584945275,-36.787968047725855,-14.174375487328714,41.71875300574768,45.233669412011665,-10.793246721098601
320,2020-12-31,54.39547317114028,-36.1877242831973,-16.174687249553344,40.2145704787788,45.15010761557418,-9.900812049695535
321,2021-01-01,53.315784606251825,-37.98760414444626,-22.180415329015727,40.22233732222426,45.466247027943936,-9.00830616430689
322,2021-01-02,50.69672334524225,-34.99278828832248,-19.58388906608273,45.01801280143827,61.176561140519134,-17.19789968728735
323,2021-01-03,47.22001053718555,-44.993116341481176,-23.252509418678542,40.43894237327702,56.84628455553316,-19.165527817051892
324,2021-01-04,55.61448385390666,-40.19856774991809,-22.527328730498873,41.201585483990556,47.987552463810786,-12.111297255359577
325,2021-01-05,56.93429308910408,-38.198349629953654,-15.515548872882711,43.297875198225924,47.304603580685615,-11.47230675674995
326,2021-01-06,58.453721044267375,-37.39819383216991,-14.311492750082067,44.19398340919227,47.82136902488825,-11.633278713390407
327,2021-01-07,56.97415836595214,-36.79795006763599,-16.31180451230984,42.68980088221959,47.73780722845293,-10.740844041986138
328,2021-01-08,55.89446980106752,-38.597829928874724,-22.317532591766472,42.69756772567312,48.053946640837324,-9.84833815660252
329,2021-01-09,53.27540854006118,-35.60301407275266,-19.7210063288356,47.49324320488577,63.764260753408465,-18.037931679582
330,2021-01-10,49.798695732000915,-45.60334212590214,-23.389626681428826,42.914172776734304,59.43398416844189,-20.00555980935132
331,2021-01-11,58.19316904870679,-40.808793534362664,-22.664445993264987,43.67681588743211,50.57525207671806,-12.95132924766933
332,2021-01-12,59.51297828392083,-38.808575414391996,-15.65266613563584,45.773105601669116,49.892303193562256,-12.312338749040045
333,2021-01-13,61.03240623909359,-38.00841961658423,-14.448610012829345,46.66921381264471,50.40906863778138,-12.47331070568099
334,2021-01-14,59.55284356077492,-37.408175852059095,-16.448921775064353,45.16503128566774,50.3255068413378,-11.580876034273919
335,2021-01-15,58.47315499588323,-39.208055713303175,-22.454649854517218,45.17279812912197,50.64164625373071,-10.68837014889815
336,2021-01-16,55.85409373487204,-36.213239857184846,-19.85812359158169,49.96847360833243,66.3519603663049,-18.8779636718827
337,2021-01-17,52.37738092681816,-46.21356791032425,-23.526743944169798,45.38940318018277,62.02168378133504,-20.84559180164661
338,2021-01-18,60.77185424353226,-41.419019318776584,-22.801563256005007,46.152046290885416,53.1629516896094,-13.791361239959421
339,2021-01-19,62.09166347874858,-39.41880119879543,-15.789783398370446,48.24833600512891,52.480002806468285,-13.152370741335194
340,2021-01-20,63.611091433910666,-38.618645401016884,-14.585727275582855,49.144444216088445,52.99676825066294,-13.313342697971734
341,2021-01-21,62.13152875559769,-38.018401636482196,-16.586039037818868,47.64026168911587,52.91320645422266,-12.420908026561698
342,2021-01-22,61.05184019071153,-39.818281497737104,-22.591767117265647,47.648028532557454,53.22934586658081,-11.528402141173753
343,2021-01-23,58.43277892969907,-36.82346564161301,-19.995240854341354,52.44370401178079,68.93965997918714,-19.717995664171305
344,2021-01-24,54.95606612164347,-46.82379369475867,-23.6638612069299,47.86463358362521,64.6093833942037,-21.685623793929942
345,2021-01-25,63.35053943835691,-42.02924510320361,-22.93868051875548,48.62727669433242,55.75065130248577,-14.631393232244793
346,2021-01-26,64.67034867356533,-40.02902698323377,-15.926900661123575,50.723566408572104,55.06770241934493,-13.992402733625283
347,2021-01-27,66.1897766287435,-39.22887118542426,-14.722844538323727,51.619674619550395,55.58446786356262,-14.153374690263213
348,2021-01-28,64.71021395042048,-38.628627420905296,-16.723156300573372,50.11549209256402,55.500906067107536,-13.260940018849478
349,2021-01-29,63.630525385537744,-40.428507282155785,-22.72888438001906,50.12325893601083,55.817045479473634,-12.368434133464458
350,2021-01-30,61.011464124509935,-37.43369142604519,-20.132358117087442,54.91893441522745,71.52735959208354,-20.558027656472007
351,2021-01-31,57.53475131646472,-47.434019479186944,-23.80097846968044,50.339863987070665,67.19708300708464,-22.525655786219254
352,2021-02-01,65.92922463318153,-42.63947088763062,-23.07579778150595,51.10250709777946,58.33835091536217,-15.471425224530165
353,2021-02-02,67.24903386838419,-40.639252767667685,-16.064017923894735,53.1987968120118,57.655402032222014,-14.832434725911456
354,2021-02-03,68.76846182355152,-39.83909696987526,-14.85996180108349,54.094905022985465,58.17216747643267,-14.993406682554122
355,2021-02-04,67.28889914523235,-39.23885320534401,-16.860273563329876,52.59072249600482,58.08860567998629,-14.100972011140083
356,2021-02-05,66.20921058034291,-41.03873306659401,-22.86600164276714,52.59848933945514,58.40474509236756,-13.208466125765009
357,2021-02-06,63.590149319338856,-38.043917210458616,-20.269475379831338,57.394164818674916,74.11505920494945,-21.398059648744315
358,2021-02-07,60.113436511276035,-48.044245263601745,-23.938095732421157,52.81509439053092,69.78478262000559,-23.365687778524656
359,2021-02-08,68.50790982800619,-43.249696672057645,-23.212915044256416,53.57773750122648,60.92605052823857,-16.311457216815533
360,2021-02-09,69.82771906320646,-41.249478552088576,-16.201135186638606,55.6740272154633,60.24310164511334,-15.672466718204078
361,2021-02-10,71.34714701837774,-40.44932275428958,-14.997079063830759,56.5701354264379,60.759867089325795,-15.83343867484471
362,2021-02-11,69.86758434006603,-39.849078989751504,-16.997390826082402,55.0659528994603,60.67630529287727,-14.94100400342504
363,2021-02-12,68.78789577516915,-41.6489588510127,-23.003118905520555,55.07371974290854,60.992444705260404,-14.048498118055715
364,2021-02-13,66.1688345141578,-38.654142994888794,-20.40659264258421,59.86939522212242,76.7027588178388,-22.23809164103897
365,2021-02-14,62.6921217060973,-48.65447104803002,-24.075212995171693,55.290324793976374,72.37248223288647,-24.205719770813968
366,2021-02-15,71.08659502283164,-43.85992245647157,-23.35003230699644,56.05296790467978,63.5137501411299,-17.151489209105623
367,2021-02-16,72.40640425802867,-41.85970433650945,-16.33825244938247,58.14925761891477,62.83080125800466,-16.51249871049669
368,2021-02-17,73.92583221320395,-41.05954853870391,-15.134196326578028,59.045365829890336,63.34756670221893,-16.673470667135298
369,2021-02-18,72.4462695348784,-40.459304774193356,-17.134508088816695,57.54118330290655,63.26400490576665,-15.781035995729138
370,2021-02-19,71.36658096998482,-42.25918463544116,-23.140236168271294,57.5489501463574,63.58014431815378,-14.888530110351347
371,2021-02-20,68.74751970897675,-39.26436877931896,-20.54370990533709,62.34462562556993,79.29045843072811,-23.078123633333618
372,2021-02-21,65.27080690092261,-49.264696832464445,-24.212330257931796,57.76555519741881,74.96018184575517,-25.0457517630973
373,2021-02-22,73.66528021765549,-44.47014824091169,-23.48714956975736,58.52819830812053,66.10144975399133,-17.991521201386274
374,2021-02-23,74.98508945284205,-42.46993012096081,-16.475369712162898,60.62448802234616,65.41850087086705,-17.352530702780335
375,2021-02-24,76.50451740801196,-41.66977432315491,-15.27131358933779,61.52059623332541,65.93526631508895,-17.51350265942621
376,2021-02-25,75.02495472970116,-41.06953055861646,-17.271625351571206,60.01641370635469,65.85170451865147,-16.62106798801691
377,2021-02-26,73.94526616480051,-42.86941041986962,-23.277353431022043,60.02418054980625,66.16784393104719,-15.728562102646977
378,2021-02-27,71.32620490379571,-39.87459456374914,-20.680827168089962,64.81985602901744,81.87815804361745,-23.918155625628273
379,2021-02-28,67.84949209573988,-49.87492261688654,-24.34944752067277,60.240785600867284,77.54788145864833,-25.885783755392588
380,2021-03-01,76.24396541245646,-45.08037402534316,-23.624266832513026,61.003428711568375,68.68914936691357,-18.831553193700756
381,2021-03-02,77.56377464766429,-43.0801559053817,-16.612486974906762,63.099718425797654,68.00620048375838,-18.192562695072954
382,2021-03-03,79.08320260283816,-42.280000107569236,-15.408430852085063,63.99582663677785,68.5229659279821,-18.353534651716796
383,2021-03-04,77.60363992451302,-41.67975634305517,-17.408742614327704,62.491644109795494,68.43940413153025,-17.461099980307516
384,2021-03-05,76.52395135962884,-43.47963620430354,-23.414470693770475,62.499410953241735,68.75554354389729,-16.56859409492258
385,2021-03-06,73.9048900986246,-40.484820348162565,-20.817944430833855,67.29508643246488,84.46585765648331,-24.758187617900568
386,2021-03-07,70.42817729056516,-50.48514840132097,-24.486564783432875,62.71601600430972,80.13558107151701,-26.725815747675924
387,2021-03-08,78.8226506072811,-45.690599809770184,-23.761384095263494,63.47865911501539,71.27684897978996,-19.671585185986125
388,2021-03-09,80.14245984248656,-43.69038168980259,-16.74960423765063,65.57494882924914,70.59390009664973,-19.032594687365574
389,2021-03-10,81.6618877976553,-42.8902258920019,-15.545548114838573,66.47105704022161,71.11066554086369,-19.193566644007547
390,2021-03-11,80.18232511934671,-42.28998212746266,-17.54585987708023,64.96687451325094,71.02710374442121,-18.301131972592476
391,2021-03-12,79.10263655445509,-44.08986198872223,-23.551587956523885,64.97464135669514,71.34324315679011,-17.408626087213285
392,2021-03-13,76.48357529345165,-41.095046132590724,-20.955061693593517,69.77031683591323,87.05355726936554,-25.598219610189172
393,2021-03-14,73.00686248539046,-51.095374185755404,-24.62368204619298,65.19124640775215,82.72328068438571,-27.565847739959267
394,2021-03-15,81.40133580210572,-46.30082559419719,-23.898501358013963,65.95388951846239,73.86454859266634,-20.51161717827149
395,2021-03-16,82.72114503730879,-44.30060747422348,-16.8867215003945,68.05017923270064,73.18159970954108,-19.872626679658193
396,2021-03-17,84.240572992479,-43.500451676427616,-15.682665377585693,68.94628744367489,73.69836515375181,-20.033598636299185
397,2021-03-18,82.76101031415857,-42.90020791190137,-17.682977139836726,67.44210491669175,73.61480335729996,-19.141163964883077
398,2021-03-19,81.68132174927077,-44.70008777315068,-23.68870521927463,67.44987176014399,73.93094276968351,-18.248658079508917
399,2021-03-20,79.0622604882625,-41.705271917022905,-21.09217895633961,72.2455472393599,89.64125688226198,-26.438251602489878
400,2021-03-21,75.58554768021175,-51.70559997018367,-24.76079930894351,67.66647681119761,85.31098029726662,-28.405879732248575
401,2021-03-22,83.98002099690589,-46.911051378641766,-24.03561862078008,68.42911992190396,76.45224820557362,-21.351649170581243
402,2021-03-23,85.29983023212556,-44.91083325866183,-17.02383876314763,70.52540963614383,75.7692993224177,-20.712658671948287
403,2021-03-24,86.81925818729611,-44.110677460860266,-15.819782640339204,71.42151784711862,76.28606476663339,-20.87363062858993
404,2021-03-25,85.33969550897048,-43.51043369634007,-17.82009440259323,69.91733532013255,76.20250297017874,-19.981195957173682
405,2021-03-26,84.26000694408646,-45.310313557579136,-23.825822482025377,69.92510216359285,76.5186423825769,-19.08869007180455
406,2021-03-27,81.64094568308143,-42.31549770145308,-21.229296219092483,74.7207776428074,92.22895649515132,-27.27828359478453
407,2021-03-28,78.16423287502307,-52.31582575459847,-24.897916571684235,70.1417072146579,87.89867991018757,-29.245911724553984
408,2021-03-29,86.55870619173133,-47.52127716305569,-24.172735883520097,70.90435032535726,79.03994781846497,-22.191681162871337
409,2021-03-30,87.8785154269533,-45.521059043065264,-17.160956025882232,73.00064003960364,78.35699893532374,-21.552690664243432
410,2021-03-31,89.3979433821223,-44.72090324527459,-15.95689990308648,73.89674825057106,78.87376437952652,-21.713662620880513
411,2021-04-01,87.91838070380413,-44.12065948074757,-17.95721166534575,72.39256572358804,78.79020258306971,-20.821227949458642
412,2021-04-02,86.83869213891475,-45.920539342013065,-23.962939744773806,72.4003325670283,79.10634199542696,-19.928722064080148
413,2021-04-03,84.21963087790039,-42.92572348588325,-21.36641348184536,77.19600804625492,94.81665610804065,-28.11831558707918
414,2021-04-04,80.74291806984435,-52.926051539026744,-25.03503383443477,72.61693761810336,90.48637952306849,-30.085943716843296
415,2021-04-05,89.13739138655518,-48.13150294749581,-24.309853146281025,73.37958072879802,81.62764743132642,-23.03171315515199
416,2021-04-06,90.45720062177007,-46.131284827503606,-17.298073288635365,75.47587044304682,80.94469854820039,-22.392722656533522
417,2021-04-07,91.97662857693945,-45.33112902970725,-16.094017165839993,76.37197865401481,81.4614639924081,-22.55369461317126
418,2021-04-08,90.4970658986165,-44.73088526518942,-18.094328928080046,74.8677961270343,81.37790219595908,-21.66125994176274
419,2021-04-09,89.41737733374097,-46.530765126431746,-24.100057007527216,74.87556297048171,81.69404160831981,-20.768754056370852
420,2021-04-10,86.79831607271932,-43.53594927031343,-21.503530744598233,79.67123844970243,97.40435572092998,-28.958347579373836
421,2021-04-11,83.3216032646696,-53.53627732346116,-25.172151097194874,75.09216802154577,93.07407913593717,-30.925975709126625
422,2021-04-12,91.71607658138063,-48.74172873190973,-24.446970409021038,75.85481113225131,84.21534704421774,-23.871745147442077
423,2021-04-13,93.03588581658892,-46.741510611937514,-17.435190551406528,77.95110084648653,83.53239816107745,-23.232754648819697
424,2021-04-14,94.55531377175653,-45.94135481413992,-16.231134428593506,78.84720905745857,84.04916360528968,-23.39372660546201
425,2021-04-15,93.0757510934393,-45.34111104961253,-18.231446190834557,77.34302653048243,83.96560180884396,-22.50129193405052
426,2021-04-16,91.99606252854615,-47.14099091086997,-24.237174270275297,77.35079337392601,84.28174122121375,-21.608786048671405
427,2021-04-17,89.37700126753019,-44.14617505474562,-21.640648007344325,82.14646885314909,99.9920553338264,-29.798379571674538
428,2021-04-18,85.90028845947694,-54.14650310786981,-25.309268359926023,77.56739842500909,95.66177874887033,-31.766007701438006
429,2021-04-19,94.29476177620612,-49.35195451632366,-24.58408767176106,78.3300415357046,86.80304665710908,-24.711777139732174
430,2021-04-20,95.61457101141117,-47.3517363963584,-17.57230781415039,80.42633124993799,86.12009777396878,-24.07278664111231
431,2021-04-21,97.13399896657363,-46.551580598572585,-16.368251691347027,81.32243946090233,86.63686321817129,-24.233758597752757
432,2021-04-22,95.65443628826206,-45.95133683403562,-18.36856345358907,79.81825693393057,86.5533014217288,-23.3413239263383
433,2021-04-23,94.57474772337238,-47.751216695288655,-24.37429153302871,79.82602377737942,86.86944083410658,-22.448818040962113
434,2021-04-24,91.9556864623672,-44.75640083915703,-21.777765270095006,84.62169925659741,102.5797549466852,-30.63841156394079
435,2021-04-25,88.47897365430222,-54.75672889230424,-25.446385622686126,80.04262882845153,98.24947836173904,-32.606039693721335
436,2021-04-26,96.87344697103075,-49.96218030075068,-24.721204934511533,80.80527193915161,89.39074626998547,-25.55180913201754
